139.59.125.12:443
123.30.238.16:3128
83.247.7.24:80
177.126.81.250:3128
144.217.88.174:5066
139.59.125.12:3128
151.80.44.163:3128
173.199.71.174:1189
128.199.75.57:3128
139.59.125.77:8080
128.199.191.123:8080
128.199.191.123:443
149.56.97.242:8080
46.101.105.245:3128
212.237.30.56:3128
85.143.218.246:3128
139.59.125.12:80
149.56.128.35:8080
94.177.163.191:1189
112.216.16.250:3128
128.199.74.233:8080
35.184.53.121:3128
167.114.211.122:3128
36.66.64.74:8081
177.54.136.38:3128
128.199.74.233:3128
200.55.255.47:8080
139.59.125.53:8080
183.88.232.207:8080
216.100.88.229:8080
47.89.19.75:3128
158.69.198.191:3128
188.247.239.218:3128
128.199.190.243:443
212.237.13.38:1189
62.210.71.225:8080
41.186.37.134:80
139.59.117.11:8080
139.59.2.223:8888
95.47.137.32:3128
116.206.196.77:3128
176.31.60.52:3128
114.215.150.13:3128
61.160.233.8:8080
125.62.213.30:8000
128.199.75.57:80
201.149.34.167:8080
193.193.68.2:3128
128.199.66.186:8080
41.186.37.134:8080
89.40.115.161:1189
91.121.159.101:3128
183.88.232.207:8080
139.59.125.12:8080
188.213.49.64:3128
201.149.34.167:8080
139.59.125.53:3128
139.59.125.112:3128
85.143.218.246:3128
114.215.150.13:3128
149.56.97.242:8080
186.225.101.170:80
188.166.220.104:3128
139.59.125.12:80
207.241.231.166:3128
1.171.159.186:3128
128.199.234.132:3128
212.237.17.233:1189
212.237.36.234:8080
94.177.163.191:1189
188.166.220.104:80
94.177.218.116:3128
201.90.120.197:3128
82.102.14.135:3128
188.166.220.104:443
139.59.77.126:3128
101.37.79.125:3128
139.59.117.11:8080
52.179.18.244:8080
212.237.13.38:1189
223.68.1.38:8000
149.56.128.35:3128
158.69.198.191:3128
88.99.149.188:31288
139.59.125.12:443
149.56.147.33:8080
128.199.190.243:3128
187.189.60.141:3130
61.160.233.8:80
128.199.66.186:80
128.199.75.94:443
149.56.147.33:3128
128.199.74.233:8080
195.190.124.202:8080
47.89.19.75:3128
149.56.147.33:8799
167.114.211.122:3128
173.199.71.174:1189
149.56.133.2:3128
89.36.212.204:1189
36.66.64.74:8081
128.199.75.57:8080
128.199.74.233:80
158.69.198.191:3128
101.37.79.125:3128
212.237.38.30:3128
149.56.132.149:3128
139.59.117.11:3128
95.47.137.32:3128
89.46.79.228:3128
188.166.220.104:8080
82.102.14.135:3128
91.121.159.101:3128
188.166.220.104:80
167.114.211.122:3128
128.199.75.94:443
62.210.71.225:8080
92.222.217.116:3128
187.189.60.141:3130
194.177.201.75:8888
167.114.11.142:3128
212.237.36.234:3128
188.247.239.218:3128
31.214.244.172:3128
109.230.230.209:3128
187.189.62.230:3130
139.59.125.112:80
139.59.125.112:8080
61.160.233.8:80
149.56.147.33:8080
139.59.125.77:443
212.237.60.62:3128
186.225.101.170:80
114.215.150.13:3128
212.237.10.90:1189
128.199.74.233:3128
201.90.120.197:3128
223.68.1.38:8000
149.56.97.242:3128
188.166.220.104:3128
207.241.231.166:3128
149.56.147.33:8799
128.199.74.233:8080
62.113.208.183:3128
91.134.241.34:9999
149.202.94.120:3128
