tld,dot_num,avg_host,max_host,avg_path,max_path,class
com,1,9.5,14,9.363636363636363,23,bad
com,0,10.0,10,6.333333333333333,9,bad
ru,0,9.0,9,4.0,5,bad
com,1,4.5,6,2.6,3,good
com,1,5.5,8,8.0,10,good
fi,1,2.5,3,7.0,13,good
com,0,21.0,21,3.8,7,bad
cz,1,5.5,7,3.25,6,good
com,1,7.0,7,4.428571428571429,6,bad
gov,1,3.0,3,6.0,10,good
org,1,5.5,9,5.666666666666667,7,good
org,1,4.5,6,5.25,10,good
com,1,7.5,12,3.0,6,good
com,0,19.0,19,4.0,8,bad
com,0,9.0,9,6.0,9,bad
gov.il,1,4.5,6,6.333333333333333,12,good
org,1,11.5,20,6.25,9,good
com,0,7.0,7,13.0,13,bad
ru,0,8.0,8,8.0,8,bad
com,0,9.0,9,1.5,3,bad
com,1,7.5,12,8.5,13,good
gov,1,3.5,4,7.333333333333333,16,good
org,1,7.0,9,0.0,0,bad
com,0,16.0,16,7.0,7,bad
com,1,5.5,8,5.0,10,good
com,1,7.0,8,4.846153846153846,13,good
org,1,6.0,10,37.333333333333336,78,good
cat,1,7.5,12,3.75,7,good
jp,1,5.5,7,7.0,7,bad
com,0,9.0,9,0.0,0,bad
org,1,6.0,9,0.0,0,good
com.br,0,16.0,16,3.3333333333333335,7,bad
fr,1,7.0,11,3.5,5,good
com,0,8.0,8,3.25,5,bad
ru,1,4.5,6,6.0,6,bad
org,2,4.0,9,3.0,5,good
com,1,4.0,5,7.0,10,good
com,0,11.0,11,4.0,7,bad
net,1,5.0,7,0.0,0,good
com,2,5.333333333333333,10,6.0,6,bad
biz,0,13.0,13,4.0,6,bad
eu,1,4.0,6,7.5,12,good
com,0,7.0,7,8.0,8,bad
com,0,11.0,11,2.6666666666666665,4,bad
ru,1,4.5,6,3.75,7,good
com,1,2.6666666666666665,3,4.0,5,good
com,1,7.0,10,2.75,5,good
edu,1,8.5,10,3.5,6,good
info,0,7.0,7,7.333333333333333,11,good
org,1,6.0,9,13.333333333333334,22,good
es,0,11.0,11,3.5,6,bad
net,1,7.0,8,6.361111111111111,17,bad
gov.uk,1,3.0,3,11.625,28,good
com,1,5.0,7,5.4,11,good
org,1,6.0,9,59.5,115,good
ca,0,10.0,10,5.25,7,good
com,0,15.0,15,5.0,8,good
ie,1,8.0,10,5.333333333333333,12,good
ru,1,10.0,14,0.0,0,bad
top,1,9.5,12,0.0,0,bad
org,0,17.0,17,5.571428571428571,8,bad
es,2,6.333333333333333,12,7.666666666666667,14,good
ru,1,3.0,3,4.5,9,good
de,1,8.0,11,5.6,8,good
net,0,11.0,11,3.6666666666666665,6,bad
com,0,11.0,11,5.0,8,bad
gov,2,3.3333333333333335,4,5.285714285714286,8,good
com,0,19.0,19,4.0,7,good
org,1,6.0,9,4.0,4,good
com,1,6.0,7,7.5,10,bad
net,1,6.5,11,7.0,9,bad
in,0,14.0,14,11.0,11,bad
com,0,2.5,3,4.4,8,bad
org,1,5.5,9,2.0,4,good
com,1,5.5,8,7.0,7,good
com,1,6.5,10,3.0,5,good
ua,1,5.0,8,6.0,9,bad
org,1,5.5,9,7.714285714285714,20,good
biz,0,14.0,14,4.25,8,bad
cba.pl,0,10.0,10,0.0,0,bad
google.es,0,3.0,3,4.6,6,good
com,1,7.0,7,8.0,8,good
sk,0,7.0,7,7.0,7,bad
com,0,12.0,12,3.8,5,bad
com,0,7.0,7,7.0,7,good
com,0,12.0,12,7.0,7,bad
com,0,7.0,7,0.0,0,bad
biz,0,5.0,5,5.2,9,bad
com.br,0,6.0,6,6.222222222222222,12,bad
com,1,6.0,9,5.0,8,bad
com,0,14.0,14,10.5,32,bad
com,0,15.0,15,5.363636363636363,12,bad
nl,2,4.666666666666667,7,0.5,1,good
org,1,6.0,9,4.0,4,good
net,1,5.5,6,5.75,9,good
top,1,9.5,12,0.0,0,bad
es,1,6.0,8,5.5,10,good
com,0,18.0,18,4.0,6,bad
com,0,12.0,12,6.0,6,bad
net,1,5.5,8,5.666666666666667,9,good
com,1,5.5,8,14.333333333333334,32,good
kr,2,6.333333333333333,10,7.857142857142857,31,good
edu.hk,1,4.0,5,3.5,6,good
ga,0,5.0,5,4.5,6,bad
com,1,8.0,9,0.0,0,bad
biz,1,4.0,8,0.0,0,bad
com,1,11.5,15,12.0,32,bad
cl,2,3.6666666666666665,5,8.714285714285714,12,good
com,0,9.0,9,6.0,6,bad
net,0,9.0,9,0.0,0,bad
pw,0,11.0,11,4.0,8,bad
com,0,14.0,14,4.0,8,bad
com,1,6.5,9,3.6,6,good
com,0,8.0,8,5.0,6,bad
com,1,10.5,18,6.076923076923077,10,good
gov,1,8.5,12,0.0,0,good
at,1,9.0,10,7.0,7,bad
com,0,11.0,11,3.6666666666666665,12,good
com,0,8.0,8,3.3333333333333335,7,bad
info,0,14.0,14,5.333333333333333,7,bad
net,0,10.0,10,9.0,9,bad
com,0,12.0,12,4.125,8,bad
in,1,6.0,9,5.666666666666667,7,good
com,1,5.0,6,7.285714285714286,11,good
de,1,11.0,17,6.0,14,good
de,0,5.5,9,5.0,5,bad
com,1,4.5,6,5.25,7,good
edu,2,4.333333333333333,7,5.0,8,good
com,1,4.0,5,6.222222222222222,10,good
com,0,10.0,10,8.25,12,bad
ru,0,10.0,10,4.6,8,bad
com,0,19.0,19,3.0,4,bad
uk,2,6.0,9,0.0,0,good
org,1,6.0,9,5.5,7,good
com,0,7.0,7,3.0,6,bad
com,0,19.0,19,4.0,8,bad
ru,0,3.0,3,7.0,10,good
se,1,3.0,3,6.555555555555555,10,good
com,1,3.0,3,3.857142857142857,8,good
co,1,7.0,11,6.0,8,good
com,0,16.0,16,4.75,5,good
com,1,9.0,15,5.428571428571429,7,good
gov.ua,1,6.5,9,7.5,11,good
nl,1,5.0,7,2.0,3,good
com,0,13.0,13,6.818181818181818,22,bad
net,0,7.0,7,8.0,8,bad
com,1,5.0,7,5.3076923076923075,9,good
cl,3,8.5,14,5.0,7,bad
org,1,7.0,14,0.0,0,good
org,1,6.0,9,7.0,10,good
biz,1,6.5,8,6.833333333333333,15,bad
com,0,15.0,15,2.0,3,bad
info,0,12.0,12,3.6666666666666665,4,bad
com,0,8.0,12,0.0,0,bad
com,1,7.0,9,11.0,18,good
info,1,4.5,6,5.0,9,good
com,0,9.5,13,3.4285714285714284,5,bad
ru,0,12.0,12,3.5,4,bad
com,0,9.0,9,6.0,8,good
com,1,11.5,14,2.4,4,good
co,1,4.5,6,3.5,7,bad
cz,1,4.0,5,0.5,1,good
net,0,8.0,8,3.6666666666666665,7,bad
com,1,3.5,4,0.0,0,bad
com,1,3.5,4,0.0,0,good
org,1,5.5,9,20.0,36,good
gov,1,7.5,12,3.0,3,good
com,0,6.0,6,0.0,0,good
com,0,14.0,14,7.0,7,bad
se,1,4.5,5,5.0,8,good
com,0,6.0,6,0.0,0,bad
net,1,7.0,11,7.25,10,good
org,1,5.5,9,6.5,9,good
com,0,8.333333333333334,12,11.0,11,bad
com,0,11.0,11,2.25,4,bad
com,0,9.0,9,3.5,4,bad
edu,2,5.666666666666667,7,6.5,7,good
com,1,8.5,14,3.6666666666666665,7,good
es,1,5.5,8,5.5,10,good
ru,0,6.5,7,5.833333333333333,9,good
com,1,3.5,4,4.285714285714286,8,good
com.vn,0,5.0,5,6.0,11,bad
com,2,3.3333333333333335,6,8.0,8,bad
edu,1,4.5,6,3.75,7,good
org,1,6.0,9,38.5,73,good
edu,1,7.0,7,5.0,9,good
edu,2,3.6666666666666665,5,4.0,5,good
com,1,9.5,13,6.0,6,good
com,1,6.0,9,6.333333333333333,8,good
org,1,5.5,9,17.0,30,good
com,0,8.5,12,4.0,6,bad
com,0,13.0,13,5.0,5,bad
com,0,6.0,6,4.75,7,bad
com,0,10.0,10,6.0,6,bad
tj,0,11.0,11,4.0,6,bad
us,3,4.75,8,3.5,6,good
com,0,12.0,12,5.0,5,bad
gov.au,2,4.0,7,8.5,11,good
com,1,9.0,14,3.6666666666666665,6,bad
com,0,6.0,6,3.5,6,good
com,1,11.0,14,6.0,14,good
pl,0,13.0,13,5.333333333333333,7,bad
com,1,10.5,18,0.0,0,good
com,1,7.0,11,6.428571428571429,13,good
us,3,3.25,5,6.555555555555555,15,good
com,0,9.0,9,6.0,10,bad
com,0,6.0,6,6.5,9,good
gov,2,2.6666666666666665,3,5.333333333333333,10,good
ru,1,3.5,4,5.0625,11,good
ru,0,7.0,7,3.5,4,bad
uk,2,7.666666666666667,18,5.066666666666666,10,good
com,0,15.0,15,4.5,6,bad
com,0,12.0,12,2.0,4,good
top,0,5.0,7,0.0,0,bad
com.br,0,11.0,11,2.25,5,bad
net,0,12.0,12,3.6666666666666665,5,bad
com.br,0,17.0,17,4.0,5,bad
com,1,17.5,23,13.5,29,bad
net,0,6.0,6,1.5,3,bad
com,1,12.5,14,3.5,8,bad
biz,0,6.0,6,8.666666666666666,16,bad
org.br,0,6.0,6,4.666666666666667,8,bad
biz,0,14.0,14,11.0,11,bad
report,0,14.0,14,0.0,0,good
com,1,5.0,8,5.666666666666667,8,good
it,0,15.0,15,6.333333333333333,9,bad
com,0,12.0,12,10.5,32,bad
net,0,10.0,10,8.0,8,bad
org,1,7.0,11,6.0,10,good
faith,0,9.0,9,4.333333333333333,6,bad
com,0,8.0,8,3.0,5,bad
org,1,5.5,9,23.333333333333332,42,good
gov,2,2.6666666666666665,3,7.5,9,good
com,1,6.0,9,4.208333333333333,10,good
net,0,7.0,7,0.0,0,bad
hk,1,4.0,5,3.5,6,good
com,0,6.0,6,8.0,8,good
com,1,7.0,7,4.714285714285714,7,bad
edu.my,1,4.5,5,3.6666666666666665,6,good
org,0,4.0,4,6.0,8,good
com,1,5.0,7,5.5,6,good
cl,0,18.0,18,5.0,9,bad
edu,2,4.0,6,5.25,11,good
com,0,14.0,14,4.0,5,bad
com.au,1,6.0,8,6.833333333333333,15,bad
it,0,16.0,16,6.333333333333333,13,bad
it,1,7.5,12,9.0,9,bad
net,0,8.0,8,5.0,6,bad
edu,1,7.0,7,5.0,9,good
com,1,6.5,10,5.0,9,good
bz,0,15.0,15,4.142857142857143,7,bad
org,0,15.0,15,9.8,33,bad
xyz,0,7.0,7,11.0,11,bad
net,0,8.0,8,6.0,6,bad
org,1,5.5,9,50.5,97,good
ch,1,5.666666666666667,11,8.142857142857142,32,bad
pl,0,7.0,7,5.0,7,bad
ch,2,3.6666666666666665,5,4.363636363636363,10,good
no,1,4.5,6,5.0,6,good
org,1,3.5,4,4.8,8,good
org,1,8.5,14,4.7,8,good
com,1,6.5,9,3.7142857142857144,9,bad
org,1,10.0,14,4.333333333333333,6,good
ru,0,13.0,13,2.6666666666666665,4,bad
com,0,9.0,9,10.0,10,bad
com,0,27.0,27,5.0,5,bad
org,1,5.5,9,10.0,16,good
com,0,19.0,19,5.2,7,bad
org,1,5.5,9,25.333333333333332,42,good
com,1,7.5,12,5.333333333333333,7,good
ca,0,19.0,19,3.6666666666666665,5,bad
com,0,14.0,14,3.875,7,good
com,1,7.333333333333333,9,0.0,0,good
com,1,5.5,8,5.5,6,good
ru,1,5.5,8,5.0,9,good
org,0,7.0,7,4.333333333333333,7,good
com,0,13.0,13,4.333333333333333,7,bad
com,0,12.0,12,11.0,32,bad
com,0,6.0,6,4.6,11,good
org,1,5.5,9,9.0,14,good
cz,1,5.5,7,3.25,6,good
de,1,6.0,9,9.0,9,bad
com,0,7.0,7,7.75,32,bad
com,0,8.0,8,7.0,7,bad
ro,0,4.0,4,8.5,17,bad
org,1,7.5,8,7.5,37,good
com.ar,0,14.0,14,4.75,7,bad
in,0,11.0,11,3.75,8,bad
net,0,8.0,8,5.333333333333333,10,bad
net,0,12.0,12,4.230769230769231,8,good
org,1,6.0,9,7.5,11,good
org,1,6.0,9,5.666666666666667,7,good
ro,0,18.0,18,6.6,22,bad
edu,1,5.0,6,5.5,6,good
com,1,7.5,8,2.5,3,good
org,2,4.0,9,3.0,5,good
org,1,2.5,3,6.875,12,good
net,1,11.0,12,8.0,27,bad
com,1,5.0,7,6.5,9,good
ua,1,3.25,5,5.666666666666667,9,bad
edu.ph,2,4.666666666666667,7,0.0,0,good
ru,0,12.0,12,0.0,0,bad
il,2,4.666666666666667,6,0.5,1,good
net,1,4.0,6,2.0,2,bad
org,1,6.0,10,8.5,13,good
com,0,9.0,9,6.0,6,bad
com,0,27.0,27,6.666666666666667,12,bad
uk,2,7.0,10,13.4,30,good
org,1,8.0,12,3.5,6,good
com.au,0,10.0,10,3.8333333333333335,7,bad
com,0,7.0,7,3.0,6,bad
edu.my,1,8.5,10,18.666666666666668,50,good
com,1,7.5,10,7.0,7,bad
com,2,3.0,4,5.75,8,good
com,1,3.5,4,2.0,2,good
com,0,7.0,7,4.0,5,bad
gov,1,4.0,5,10.4,20,good
com,0,7.5,8,4.25,7,bad
net,1,4.0,6,0.0,0,bad
org,1,3.5,4,13.25,25,good
com,0,10.0,10,5.416666666666667,11,good
com,0,11.0,11,14.0,14,bad
org,1,4.5,6,0.0,0,good
nl,1,9.0,15,8.666666666666666,16,bad
com,0,14.0,14,7.0,7,bad
com,0,11.0,11,9.166666666666666,32,bad
gov,2,2.3333333333333335,3,8.666666666666666,18,good
com,1,5.5,6,5.7,10,good
com,0,17.0,17,0.0,0,bad
com,1,9.5,16,4.5,6,bad
in,0,4.0,4,5.857142857142857,10,bad
com,0,17.0,17,3.3333333333333335,8,bad
edu,1,6.0,9,5.2,8,good
gr,0,3.0,3,4.285714285714286,10,bad
ca,0,9.0,9,4.5,7,good
net,1,9.0,14,18.75,56,bad
uk,2,10.333333333333334,25,0.0,0,bad
ru,1,10.0,13,4.0,7,bad
is,0,7.0,7,4.0,4,good
com,0,9.0,9,0.0,0,bad
com,1,4.0,7,9.166666666666666,16,bad
com.ar,0,4.0,4,5.333333333333333,7,bad
net,1,4.0,4,5.0,7,good
org,1,4.0,8,0.0,0,bad
hk,1,4.0,5,3.5,6,good
com,1,5.0,6,11.0,35,bad
ca,2,3.0,3,6.0,12,good
br,1,5.0,7,0.5,1,good
com,0,9.0,9,6.75,12,bad
org,1,5.5,8,5.75,10,good
edu,1,5.5,7,5.75,9,good
org,1,5.5,9,5.5,7,good
com,0,9.0,9,8.0,8,bad
org,1,5.5,9,8.5,13,good
org,1,7.5,9,6.8,15,good
com,0,16.0,16,2.25,4,bad
com,0,7.0,7,3.6,7,bad
org,1,6.0,10,4.0,4,good
gov,1,4.5,6,4.5,7,good
com,0,10.0,10,7.9,39,good
com,0,6.0,8,3.8,5,bad
com,0,6.0,6,0.0,0,bad
org,1,5.333333333333333,8,0.0,0,good
uk,2,4.666666666666667,9,5.25,6,good
org,1,6.0,9,4.0,4,good
us,0,8.0,8,7.0,7,bad
com,0,15.0,15,3.3333333333333335,5,bad
nl,0,12.0,12,7.0,7,bad
com.ar,0,6.0,6,4.0,4,bad
net,0,11.0,11,2.0,4,bad
ru,1,4.0,5,4.0,5,good
bg,0,3.0,3,3.4,6,good
pl,0,5.5,7,4.285714285714286,8,bad
us,3,3.25,5,6.25,13,good
ru,0,6.0,6,0.0,0,bad
org,1,5.5,9,3.0,4,good
com,0,12.0,12,7.0,13,good
com,0,15.0,15,4.0,7,bad
com,0,7.0,7,8.0,8,bad
com,0,14.0,14,12.666666666666666,32,bad
com,1,5.0,6,5.75,8,good
org,1,4.0,5,5.555555555555555,9,good
org,1,5.5,9,6.666666666666667,12,good
com,0,5.0,5,6.666666666666667,15,bad
net,0,6.0,6,6.0,6,bad
it,1,9.0,10,5.0,5,bad
com,1,8.5,9,6.75,12,bad
com,0,18.0,18,3.6666666666666665,5,bad
by,0,3.0,3,6.5,10,bad
org,1,6.0,9,8.0,12,good
com,0,17.0,17,8.333333333333334,32,bad
com,0,5.0,5,5.8,11,bad
com,0,9.0,14,6.0,6,bad
com,0,11.0,11,2.75,6,bad
com,0,15.0,15,5.0,5,bad
com,0,11.0,11,2.0,4,bad
com,1,6.0,9,5.0,6,good
com,0,12.0,12,2.8,4,bad
com,1,7.5,12,3.7777777777777777,7,good
com,1,15.5,16,3.25,5,bad
com,1,2.5,3,5.75,8,good
gov,1,3.0,3,8.5,14,good
com,0,3.5,4,4.5,6,bad
org,1,6.0,10,6.142857142857143,12,good
de,0,7.5,8,8.0,8,bad
fi,1,9.0,15,7.0,13,good
biz,1,7.0,11,13.6,32,bad
com.ua,0,7.5,9,5.0,5,bad
fr,1,5.5,7,4.75,10,bad
net,0,7.0,7,4.0,7,bad
tk,0,5.5,6,1.0,2,bad
net,0,5.0,5,6.0,16,bad
eu,0,14.0,14,3.5,4,bad
it,0,12.0,12,2.7777777777777777,7,bad
us,0,11.0,11,2.0,4,bad
com,1,9.0,15,6.0,6,bad
id,2,2.6666666666666665,3,4.4375,11,good
th,2,5.0,7,6.0,6,bad
com,2,3.6666666666666665,5,8.0,8,bad
com,0,8.0,8,3.8,5,bad
org,1,5.5,9,23.0,63,good
com,0,14.0,14,1.0,2,bad
com,0,11.0,11,4.0,5,bad
org,0,9.0,9,6.0,6,bad
ru,0,7.0,7,7.333333333333333,12,bad
com,1,11.0,16,4.333333333333333,6,good
ru,1,6.0,9,4.5,5,good
com,2,5.333333333333333,8,6.8,10,good
com,1,6.0,7,0.0,0,bad
org,1,6.0,9,4.833333333333333,10,good
com,0,12.0,12,6.25,15,bad
com,0,15.0,15,4.666666666666667,6,bad
com,0,7.0,7,3.6,6,bad
info,0,4.0,4,0.0,0,bad
net,0,12.0,12,7.2,9,good
com,1,4.5,5,4.0,5,good
org,2,4.0,9,3.0,5,good
com,1,5.5,7,7.333333333333333,14,good
edu,2,3.0,3,6.0,11,good
org,1,5.5,9,9.0,13,good
com,1,10.0,17,9.0,9,good
com,2,6.333333333333333,9,5.0,5,bad
com,0,7.0,7,4.833333333333333,8,bad
net,0,14.0,14,5.181818181818182,9,good
org,1,4.0,5,4.375,10,good
com,1,12.5,22,4.666666666666667,8,bad
net,2,4.0,12,5.875,10,bad
com,0,13.0,13,8.5,32,bad
com,1,10.0,14,8.0,11,good
org,1,5.5,9,5.0,10,good
com,1,4.5,6,6.0,9,good
ro,1,4.5,6,6.0,8,good
be,1,4.5,6,6.0,6,good
com,0,18.0,18,3.0,8,bad
net,0,6.0,6,3.0,6,good
com,0,12.0,12,7.0,32,bad
com,0,10.0,10,1.5,3,bad
cl,1,4.0,6,7.333333333333333,13,good
com,1,4.0,5,5.0,5,good
info,1,4.666666666666667,8,10.0,10,bad
net,1,10.5,13,8.0,8,bad
org,2,3.6,9,3.0,5,good
ru,0,7.0,7,7.090909090909091,18,good
cz,0,11.0,11,4.0,5,good
com,0,10.0,10,5.2727272727272725,8,good
ro,0,11.0,11,3.0,3,bad
net,2,5.666666666666667,9,5.0,7,good
ua,1,7.0,9,5.882352941176471,10,good
top,1,6.5,9,4.0,5,bad
gov,1,9.666666666666666,11,3.6,8,good
fr,2,3.6666666666666665,4,6.111111111111111,12,good
ca,1,4.0,5,4.333333333333333,6,good
com,0,10.0,10,4.0,4,bad
com.pl,1,3.5,4,0.0,0,good
it,1,9.0,10,5.0,5,bad
com,1,6.0,9,6.25,8,good
org,1,6.0,9,6.0,6,good
es,2,5.0,9,10.0,10,bad
org,1,5.0,8,7.545454545454546,12,good
uk,2,4.666666666666667,9,5.0,10,good
com,1,7.0,11,6.4,10,good
net,0,6.0,6,4.666666666666667,9,bad
eu,0,7.0,7,2.0,4,bad
org,0,13.0,13,8.0,10,good
de,2,8.666666666666666,14,5.25,8,good
com,0,5.5,6,12.666666666666666,32,bad
ru,0,5.0,5,7.0,7,good
com.pl,0,11.0,11,0.0,0,bad
org,1,6.0,10,5.0,6,good
com,1,7.5,12,1.0,2,good
org,1,5.5,9,3.0,5,good
com,0,12.0,12,6.0,12,bad
com,0,8.0,8,3.7142857142857144,7,good
com,0,9.0,9,7.0,7,bad
org,1,5.333333333333333,9,7.0,15,good
com,0,13.0,13,6.0,6,bad
com,1,13.5,18,4.0,5,bad
com,0,5.5,6,2.0,3,bad
com,0,17.0,17,3.25,5,bad
gov,1,4.0,4,5.555555555555555,11,good
org,1,6.5,10,3.7142857142857144,8,good
org,0,6.0,6,5.285714285714286,10,good
com,1,8.0,13,5.166666666666667,10,good
it,1,11.5,20,8.0,8,bad
com,0,24.0,24,4.5,6,bad
gov,2,2.6666666666666665,3,7.5,15,good
us,3,4.5,9,7.5,13,good
org,1,6.0,9,15.5,27,good
org,2,5.666666666666667,9,3.0,5,good
com,1,5.0,7,5.333333333333333,7,good
com,1,5.0,7,4.090909090909091,7,good
org,1,5.5,9,8.333333333333334,14,good
za,1,4.0,6,4.0,9,bad
com,0,11.0,11,5.666666666666667,9,bad
org,1,6.0,9,6.0,11,good
edu,2,4.666666666666667,8,5.333333333333333,7,good
ly,0,3.0,3,7.0,7,bad
com,0,14.0,14,9.0,9,bad
gov,1,6.0,8,2.5,4,good
com,0,5.0,5,7.0,7,good
ir,2,3.0,4,0.0,0,good
ru,0,2.0,2,4.7272727272727275,11,good
com,0,16.0,16,6.0,6,bad
com,1,9.0,14,7.5,13,good
edu.tr,1,4.5,7,4.0,7,good
com,0,18.0,18,4.666666666666667,6,bad
gov.tn,1,5.0,7,6.0,7,good
com,0,11.0,11,7.0,7,bad
net,3,6.25,10,5.2631578947368425,15,good
biz,0,9.0,9,3.6666666666666665,4,bad
org,1,6.0,7,7.5,13,good
cz,1,5.0,7,4.333333333333333,7,good
org,1,6.0,9,9.5,14,good
com,1,12.5,22,3.0,6,good
net,1,5.0,7,7.0,7,bad
com,1,4.0,5,6.0,9,bad
org,1,6.0,9,6.0,8,good
com,1,4.0,5,0.0,0,good
nz,2,3.3333333333333335,5,6.9,11,good
net,0,8.0,8,5.0,5,bad
org,1,6.5,11,6.0,8,good
com,0,13.0,13,5.0,7,bad
com,1,3.5,4,4.142857142857143,8,good
it,1,6.0,9,8.0,8,bad
com,1,6.5,10,4.333333333333333,8,good
pt,1,8.5,10,8.0,8,bad
com,0,13.0,13,2.1666666666666665,5,bad
com,0,13.0,13,4.333333333333333,7,bad
com,0,7.0,7,3.5,5,good
org,1,5.5,9,6.0,8,good
com,0,10.0,10,5.0,5,bad
org,2,4.0,9,3.0,5,good
com,1,10.5,14,7.333333333333333,22,bad
com,1,5.5,8,7.0,7,good
free.fr,0,15.0,15,5.0,7,bad
com,0,9.0,9,4.2,6,bad
top,0,8.0,8,0.0,0,bad
com,1,5.0,7,5.545454545454546,13,good
org,1,5.0,7,7.333333333333333,11,good
gov.hk,1,7.0,11,8.272727272727273,32,good
org,1,5.5,9,7.0,10,good
net,1,7.5,12,4.0,4,good
com,0,12.0,12,0.0,0,bad
uk,2,4.333333333333333,7,3.142857142857143,7,good
com,2,8.666666666666666,16,4.333333333333333,7,good
net,1,7.5,12,6.571428571428571,14,good
com,0,13.0,13,4.333333333333333,7,bad
org,1,5.5,7,8.666666666666666,13,bad
eu,1,8.5,10,8.2,22,bad
com,0,7.0,7,5.0,5,bad
com,1,8.5,14,5.666666666666667,9,good
by,0,2.0,2,5.0,7,good
net,1,6.5,10,6.0,6,good
org,2,4.0,9,3.0,5,good
com,1,11.0,12,8.0,27,bad
org,1,6.0,9,11.0,18,good
de,0,6.0,6,9.0,9,bad
net,0,5.0,5,8.0,8,bad
com,1,5.5,7,5.5,8,bad
ca,0,3.0,3,7.333333333333333,11,good
gov.uk,1,4.0,5,4.4,6,good
ru,1,6.0,9,4.8,9,good
com,0,10.0,10,7.0,7,bad
com,0,11.0,11,7.0,7,bad
com,2,7.0,11,4.333333333333333,6,bad
com,0,9.0,9,5.0,12,bad
com,0,5.5,6,5.0,10,bad
org,2,4.0,9,3.0,5,good
com,1,6.5,10,4.230769230769231,7,good
su,0,16.0,16,4.0,6,bad
com.tw,1,5.5,6,4.25,6,good
com,0,8.0,8,7.0,7,bad
ch,2,2.6666666666666665,3,8.0,16,good
xyz,0,11.0,11,2.0,4,bad
com,0,12.0,12,3.6666666666666665,6,bad
edu,2,6.0,12,5.5,6,good
com,0,9.0,9,1.0,2,bad
be,0,5.0,5,11.0,11,good
com,1,6.0,9,4.666666666666667,7,good
net,0,11.0,11,9.166666666666666,32,bad
info,1,12.5,15,9.4,22,bad
com,1,10.0,18,5.0,15,bad
ru,1,4.0,5,4.333333333333333,8,good
com,1,6.0,9,4.333333333333333,7,good
se,1,4.0,6,7.0,11,good
org,1,6.0,9,6.666666666666667,11,good
ru,0,2.0,2,2.5,5,good
com,1,6.5,8,7.0,7,bad
ie,0,12.0,12,5.75,8,bad
com.au,1,3.5,4,0.0,0,bad
com,0,11.0,11,5.0,10,bad
il,2,4.0,7,4.0,7,good
org,1,6.0,9,21.333333333333332,30,good
to,1,10.5,16,0.0,0,bad
com,0,10.0,10,9.5,32,bad
com,0,8.0,8,4.5,7,bad
net,0,8.0,8,7.0,7,bad
com,0,6.0,6,7.0,7,bad
com,0,13.0,13,3.2222222222222223,8,bad
com,1,6.0,9,5.083333333333333,9,good
it,0,6.0,6,3.5,4,bad
edu,2,5.0,7,3.6666666666666665,5,good
com,1,10.0,10,5.142857142857143,14,bad
com,0,12.0,12,6.2,10,good
org,0,7.0,7,7.0,9,good
fr,1,4.5,6,5.8,8,good
edu,1,5.333333333333333,8,5.6,8,good
org,1,6.5,7,5.0,5,bad
tz,2,2.6666666666666665,3,5.8,11,good
com,1,6.666666666666667,11,2.375,6,bad
cl,0,14.0,14,4.666666666666667,8,bad
org,1,6.0,9,7.0,10,good
org,1,7.5,12,5.833333333333333,7,good
com,0,5.0,5,6.4,14,bad
com,0,9.0,9,0.0,0,bad
fi,1,7.0,9,4.5,9,good
click,0,10.0,10,5.333333333333333,7,bad
cc,1,6.5,10,5.0,9,good
ru,0,11.0,11,4.0,6,bad
com,0,10.0,10,6.0,9,bad
ru,0,5.0,5,5.333333333333333,10,good
ly,0,3.0,3,7.0,7,good
org,1,5.5,9,6.666666666666667,9,good
edu.hk,1,4.5,6,3.5,6,good
com,1,6.5,10,5.666666666666667,9,good
com,1,12.5,22,6.0,6,bad
com,0,7.0,7,6.333333333333333,11,bad
com.au,0,12.0,12,2.0,4,bad
xyz,0,10.0,10,0.0,0,bad
com,1,11.5,20,0.0,0,good
com.br,0,8.0,8,3.25,9,bad
top,1,9.0,13,0.0,0,bad
ca,3,7.5,20,8.666666666666666,13,good
ru,0,13.0,13,5.0,5,bad
com,0,18.0,18,7.0,7,bad
uk,2,3.3333333333333335,5,5.333333333333333,8,good
com,0,10.0,10,0.0,0,bad
edu,1,5.5,7,4.25,6,good
com,0,7.0,7,4.5,6,bad
com,1,8.5,14,6.666666666666667,10,good
edu,2,8.0,10,7.0,7,good
com,1,13.0,17,0.0,0,good
com,0,9.0,9,0.0,0,bad
in,1,8.0,10,7.2,15,bad
ml,1,11.5,18,6.875,9,bad
hu,1,4.0,5,4.333333333333333,8,good
edu,1,5.0,6,3.5,6,good
ca,1,3.5,4,4.0,12,good
com,0,10.0,10,0.0,0,bad
com,0,12.0,12,5.5,11,bad
com,0,7.0,8,4.333333333333333,5,bad
gov.bt,1,5.0,7,5.25,6,good
com,1,5.5,8,6.769230769230769,15,good
za,1,7.0,12,5.25,8,bad
com.br,0,11.0,11,4.0,6,bad
org,0,12.0,12,4.666666666666667,8,good
com,1,5.0,7,3.5,4,good
com,1,11.0,13,5.0,9,good
com,1,8.5,9,10.2,22,bad
com,0,6.0,6,5.8,9,bad
com,0,9.0,9,5.0,5,bad
com,1,5.75,9,3.6,5,good
net,1,7.0,11,6.2,10,good
nz,2,4.0,5,4.7,6,good
com,0,6.0,6,0.0,0,good
uk,2,7.0,16,5.363636363636363,9,good
gov.uk,1,6.5,10,3.0,5,good
us,3,4.6,11,10.0,14,good
edu.co,0,6.0,6,4.6,8,bad
